"","token","emotion"
"3929","imprisoned","fear"
"3930","imprisoned","sadness"
"3931","imprisonment","anger"
"3932","imprisonment","disgust"
"3933","imprisonment","fear"
"3934","imprisonment","sadness"
"3935","improve","anticipation"
"3936","improve","joy"
"3937","improve","trust"
"3938","improvement","joy"
"3939","improvement","trust"
"3940","improvisation","surprise"
"3941","improvise","anticipation"
"3942","improvise","surprise"
"3943","imprudent","sadness"
"3944","impure","disgust"
"3945","impurity","disgust"
"3946","inability","sadness"
"3947","inadequate","sadness"
"3948","inadmissible","anger"
"3949","inadmissible","disgust"
"3950","inappropriate","anger"
"3951","inappropriate","disgust"
"3952","inappropriate","sadness"
"3953","inattention","anger"
"3954","inaugural","anticipation"
"3955","inauguration","anticipation"
"3956","inauguration","joy"
"3957","inauguration","trust"
"3958","incarceration","anger"
"3959","incarceration","disgust"
"3960","incarceration","fear"
"3961","incarceration","sadness"
"3962","incase","anger"
"3963","incase","disgust"
"3964","incase","fear"
"3965","incase","sadness"
"3966","incendiary","anger"
"3967","incendiary","fear"
"3968","incendiary","surprise"
"3969","incense","anger"
"3970","incest","anger"
"3971","incest","disgust"
"3972","incest","fear"
"3973","incest","sadness"
"3974","incestuous","disgust"
"3975","incident","surprise"
"3976","incite","anger"
"3977","incite","anticipation"
"3978","incite","fear"
"3979","incline","trust"
"3980","inclusion","trust"
"3981","income","anticipation"
"3982","income","joy"
"3983","income","sadness"
"3984","income","trust"
"3985","incompatible","anger"
"3986","incompatible","disgust"
"3987","incompatible","sadness"
"3988","incompetent","anger"
"3989","incompetent","sadness"
"3990","incongruous","anger"
"3991","inconsequential","sadness"
"3992","inconsiderate","anger"
"3993","inconsiderate","disgust"
"3994","inconsiderate","sadness"
"3995","incontinence","surprise"
"3996","inconvenient","anger"
"3997","inconvenient","disgust"
"3998","inconvenient","sadness"
"3999","incredulous","anger"
"4000","incredulous","disgust"
"4001","incrimination","fear"
"4002","incrimination","sadness"
"4003","incubus","disgust"
"4004","incubus","fear"
"4005","incurable","anger"
"4006","incurable","disgust"
"4007","incurable","fear"
"4008","incurable","sadness"
"4009","incursion","fear"
"4010","indecency","anger"
"4011","indecency","disgust"
"4012","indecent","disgust"
"4013","indefensible","fear"
"4014","indelible","trust"
"4015","indemnity","trust"
"4016","indent","trust"
"4017","indenture","anger"
"4018","independence","anticipation"
"4019","independence","joy"
"4020","independence","surprise"
"4021","independence","trust"
"4022","indestructible","trust"
"4023","indict","anger"
"4024","indict","fear"
"4025","indictment","fear"
"4026","indifference","anger"
"4027","indifference","disgust"
"4028","indifference","fear"
"4029","indifference","sadness"
"4030","indigent","sadness"
"4031","indignant","anger"
"4032","indignation","anger"
"4033","indignation","disgust"
"4034","indivisible","trust"
"4035","indoctrination","anger"
"4036","indoctrination","fear"
"4037","indomitable","fear"
"4038","ineffectual","disgust"
"4039","inefficiency","disgust"
"4040","inefficiency","sadness"
"4041","inefficient","sadness"
"4042","inept","anger"
"4043","inept","disgust"
"4044","ineptitude","disgust"
"4045","ineptitude","fear"
"4046","ineptitude","sadness"
"4047","inequality","anger"
"4048","inequality","fear"
"4049","inequality","sadness"
"4050","inexcusable","anger"
"4051","inexcusable","disgust"
"4052","inexcusable","sadness"
"4053","inexplicable","surprise"
"4054","infallibility","trust"
"4055","infamous","anger"
"4056","infamous","disgust"
"4057","infamous","fear"
"4058","infamy","sadness"
"4059","infant","anticipation"
"4060","infant","fear"
"4061","infant","joy"
"4062","infant","surprise"
"4063","infanticide","anger"
"4064","infanticide","anticipation"
"4065","infanticide","disgust"
"4066","infanticide","fear"
"4067","infanticide","sadness"
"4068","infantile","anger"
"4069","infantile","disgust"
"4070","infarct","fear"
"4071","infarct","surprise"
"4072","infect","disgust"
"4073","infection","fear"
"4074","infectious","disgust"
"4075","infectious","fear"
"4076","infectious","sadness"
"4077","inferior","sadness"
"4078","inferno","anger"
"4079","inferno","fear"
"4080","infertility","sadness"
"4081","infestation","disgust"
"4082","infestation","fear"
"4083","infidel","anger"
"4084","infidel","disgust"
"4085","infidel","fear"
"4086","infidelity","anger"
"4087","infidelity","disgust"
"4088","infidelity","fear"
"4089","infidelity","sadness"
"4090","infinity","anticipation"
"4091","infinity","joy"
"4092","infinity","trust"
"4093","infirmity","fear"
"4094","inflation","fear"
"4095","inflict","anger"
"4096","inflict","fear"
"4097","inflict","sadness"
"4098","infliction","fear"
"4099","infliction","sadness"
"4100","influential","trust"
"4101","inform","trust"
"4102","infraction","anger"
"4103","infrequent","surprise"
"4104","inheritance","anticipation"
"4105","inheritance","joy"
"4106","inheritance","surprise"
"4107","inheritance","trust"
"4108","inhibit","anger"
"4109","inhibit","disgust"
"4110","inhibit","sadness"
"4111","inhospitable","sadness"
"4112","inhuman","anger"
"4113","inhuman","disgust"
"4114","inhuman","fear"
"4115","inhuman","sadness"
"4116","inhumanity","sadness"
"4117","inimical","anger"
"4118","inimical","sadness"
"4119","inimitable","trust"
"4120","iniquity","disgust"
"4121","injection","fear"
"4122","injure","anger"
"4123","injure","fear"
"4124","injure","sadness"
"4125","injured","fear"
"4126","injured","sadness"
"4127","injurious","anger"
"4128","injurious","fear"
"4129","injurious","sadness"
"4130","injury","anger"
"4131","injury","fear"
"4132","injury","sadness"
"4133","injustice","anger"
"4134","inmate","disgust"
"4135","inmate","fear"
"4136","innocent","trust"
"4137","inoculation","anticipation"
"4138","inoculation","trust"
"4139","inoperative","anger"
"4140","inquiry","anticipation"
"4141","insane","anger"
"4142","insane","fear"
"4143","insanity","anger"
"4144","insanity","disgust"
"4145","insanity","fear"
"4146","insanity","sadness"
"4147","insecure","anger"
"4148","insecure","fear"
"4149","insecure","sadness"
"4150","insecurity","fear"
"4151","inseparable","joy"
"4152","inseparable","trust"
"4153","insidious","anger"
"4154","insidious","disgust"
"4155","insidious","fear"
"4156","insignificant","anger"
"4157","insignificant","sadness"
"4158","insolvency","fear"
"4159","insolvency","sadness"
"4160","insolvency","surprise"
"4161","insolvent","fear"
"4162","insolvent","sadness"
"4163","insolvent","trust"
"4164","inspiration","anticipation"
"4165","inspiration","joy"
"4166","inspire","anticipation"
"4167","inspire","joy"
"4168","inspire","trust"
"4169","inspired","joy"
"4170","inspired","surprise"
"4171","inspired","trust"
"4172","instability","disgust"
"4173","instability","fear"
"4174","install","anticipation"
"4175","instinctive","anger"
"4176","instinctive","disgust"
"4177","instinctive","fear"
"4178","institute","trust"
"4179","instruct","trust"
"4180","instruction","trust"
"4181","instructions","anticipation"
"4182","instructions","trust"
"4183","instructor","anticipation"
"4184","instructor","trust"
"4185","insufficiency","anger"
"4186","insulation","trust"
"4187","insult","anger"
"4188","insult","disgust"
"4189","insult","sadness"
"4190","insult","surprise"
"4191","insulting","anger"
"4192","insulting","disgust"
"4193","insulting","fear"
"4194","insulting","sadness"
"4195","insure","trust"
"4196","insurmountable","fear"
"4197","insurmountable","sadness"
"4198","insurrection","anger"
"4199","intact","trust"
"4200","integrity","trust"
"4201","intelligence","fear"
"4202","intelligence","joy"
"4203","intelligence","trust"
"4204","intelligent","trust"
"4205","intend","trust"
"4206","intended","anticipation"
"4207","intense","anger"
"4208","intense","disgust"
"4209","intense","fear"
"4210","intense","joy"
"4211","intense","surprise"
"4212","intense","trust"
"4213","inter","sadness"
"4214","intercede","fear"
"4215","intercede","sadness"
"4216","intercession","trust"
"4217","interested","disgust"
"4218","interested","sadness"
"4219","interim","anticipation"
"4220","interior","disgust"
"4221","interior","trust"
"4222","interment","sadness"
"4223","interminable","anger"
"4224","interminable","anticipation"
"4225","intermission","anticipation"
"4226","interrogate","fear"
"4227","interrogation","fear"
"4228","interrupt","anger"
"4229","interrupt","surprise"
"4230","interrupted","sadness"
"4231","intervention","sadness"
"4232","interviewer","fear"
"4233","intestinal","disgust"
"4234","intimate","anticipation"
"4235","intimate","joy"
"4236","intimate","trust"
"4237","intimately","anticipation"
"4238","intimately","fear"
"4239","intimately","joy"
"4240","intimidate","fear"
"4241","intimidation","anger"
"4242","intimidation","fear"
"4243","intolerable","anger"
"4244","intolerance","anger"
"4245","intolerance","disgust"
"4246","intolerance","fear"
"4247","intolerant","anger"
"4248","intolerant","disgust"
"4249","intolerant","fear"
"4250","intolerant","sadness"
"4251","intoxicated","disgust"
"4252","intractable","anger"
"4253","intrigue","anticipation"
"4254","intrigue","fear"
"4255","intrigue","surprise"
"4256","intruder","anger"
"4257","intruder","fear"
"4258","intruder","surprise"
"4259","intrusion","fear"
"4260","intrusive","anger"
"4261","intrusive","disgust"
"4262","intrusive","fear"
"4263","intrusive","surprise"
"4264","intuition","trust"
"4265","intuitively","anticipation"
"4266","invade","anger"
"4267","invade","fear"
"4268","invade","sadness"
"4269","invade","surprise"
"4270","invader","anger"
"4271","invader","fear"
"4272","invader","sadness"
"4273","invalid","sadness"
"4274","invasion","anger"
"4275","investigation","anticipation"
"4276","invitation","anticipation"
"4277","invite","anticipation"
"4278","invite","joy"
"4279","invite","surprise"
"4280","invite","trust"
"4281","inviting","anticipation"
"4282","inviting","joy"
"4283","inviting","surprise"
"4284","inviting","trust"
"4285","invocation","anticipation"
"4286","invocation","trust"
"4287","invoke","anticipation"
"4288","involution","anger"
"4289","involvement","anger"
"4290","irate","anger"
"4291","ire","anger"
"4292","iris","fear"
"4293","iron","trust"
"4294","irrational","disgust"
"4295","irrational","fear"
"4296","irreconcilable","anger"
"4297","irreconcilable","fear"
"4298","irreconcilable","sadness"
"4299","irrefutable","trust"
"4300","irreparable","fear"
"4301","irreparable","sadness"
"4302","irritability","anger"
"4303","irritable","anger"
"4304","irritating","anger"
"4305","irritating","disgust"
"4306","irritation","anger"
"4307","irritation","disgust"
"4308","irritation","sadness"
"4309","isolate","sadness"
"4310","isolated","fear"
"4311","isolated","sadness"
"4312","isolation","sadness"
"4313","jab","anger"
"4314","jackpot","anticipation"
"4315","jackpot","joy"
"4316","jackpot","surprise"
"4317","jail","fear"
"4318","jail","sadness"
"4319","janitor","disgust"
"4320","jarring","fear"
"4321","jarring","sadness"
"4322","jaundice","fear"
"4323","jaws","fear"
"4324","jealous","anger"
"4325","jealous","disgust"
"4326","jealousy","anger"
"4327","jealousy","disgust"
"4328","jealousy","fear"
"4329","jealousy","sadness"
"4330","jeopardize","anger"
"4331","jeopardize","fear"
"4332","jeopardy","anticipation"
"4333","jeopardy","fear"
"4334","jerk","anger"
"4335","jerk","surprise"
"4336","jest","joy"
"4337","jest","surprise"
"4338","john","disgust"
"4339","joker","joy"
"4340","joker","surprise"
"4341","jolt","surprise"
"4342","journalism","trust"
"4343","journey","anticipation"
"4344","journey","fear"
"4345","journey","joy"
"4346","journeyman","trust"
"4347","jovial","joy"
"4348","joy","joy"
"4349","joyful","joy"
"4350","joyful","trust"
"4351","joyous","joy"
"4352","jubilant","joy"
"4353","jubilant","surprise"
"4354","jubilant","trust"
"4355","jubilee","joy"
"4356","jubilee","surprise"
"4357","judgment","surprise"
"4358","judicial","anticipation"
"4359","judicial","trust"
"4360","judiciary","anticipation"
"4361","judiciary","trust"
"4362","judicious","trust"
"4363","jump","joy"
"4364","jungle","fear"
"4365","jurisprudence","sadness"
"4366","jurist","trust"
"4367","jury","trust"
"4368","justice","trust"
"4369","justifiable","trust"
"4370","kennel","sadness"
"4371","kerosene","fear"
"4372","khan","fear"
"4373","khan","trust"
"4374","kick","anger"
"4375","kicking","anger"
"4376","kidnap","anger"
"4377","kidnap","fear"
"4378","kidnap","sadness"
"4379","kidnap","surprise"
"4380","kill","fear"
"4381","kill","sadness"
"4382","killing","anger"
"4383","killing","fear"
"4384","killing","sadness"
"4385","kind","joy"
"4386","kind","trust"
"4387","kindred","anticipation"
"4388","kindred","joy"
"4389","kindred","trust"
"4390","kiss","anticipation"
"4391","kiss","joy"
"4392","kiss","surprise"
"4393","kite","disgust"
"4394","kitten","joy"
"4395","kitten","trust"
"4396","knell","fear"
"4397","knell","sadness"
"4398","knickers","trust"
"4399","kudos","joy"
"4400","label","trust"
"4401","labor","anticipation"
"4402","labor","joy"
"4403","labor","surprise"
"4404","labor","trust"
"4405","labored","sadness"
"4406","labyrinth","anticipation"
"4407","lace","anger"
"4408","lace","fear"
"4409","lace","sadness"
"4410","lace","trust"
"4411","lagging","anger"
"4412","lagging","anticipation"
"4413","lagging","disgust"
"4414","lagging","sadness"
"4415","lamb","joy"
"4416","lamb","trust"
"4417","lament","disgust"
"4418","lament","fear"
"4419","lament","sadness"
"4420","lamenting","sadness"
"4421","landmark","trust"
"4422","landslide","fear"
"4423","landslide","sadness"
"4424","languishing","fear"
"4425","languishing","sadness"
"4426","larceny","disgust"
"4427","larger","disgust"
"4428","larger","surprise"
"4429","larger","trust"
"4430","laser","trust"
"4431","lash","anger"
"4432","lash","fear"
"4433","late","sadness"
"4434","latent","anger"
"4435","latent","anticipation"
"4436","latent","disgust"
"4437","latent","surprise"
"4438","latrines","disgust"
"4439","laugh","joy"
"4440","laugh","surprise"
"4441","laughable","disgust"
"4442","laughing","joy"
"4443","laughter","anticipation"
"4444","laughter","joy"
"4445","laughter","surprise"
"4446","launch","anticipation"
"4447","laureate","trust"
"4448","laurels","joy"
"4449","lava","anger"
"4450","lava","fear"
"4451","lavatory","disgust"
"4452","law","trust"
"4453","lawful","trust"
"4454","lawlessness","anger"
"4455","lawlessness","fear"
"4456","lawsuit","anger"
"4457","lawsuit","disgust"
"4458","lawsuit","fear"
"4459","lawsuit","sadness"
"4460","lawsuit","surprise"
"4461","lawyer","anger"
"4462","lawyer","disgust"
"4463","lawyer","fear"
"4464","lax","sadness"
"4465","laxative","disgust"
"4466","laxative","fear"
"4467","leader","trust"
"4468","leading","trust"
"4469","leaning","trust"
"4470","leave","sadness"
"4471","leave","surprise"
"4472","leeches","disgust"
"4473","leeches","fear"
"4474","leer","disgust"
"4475","leery","surprise"
"4476","legal","trust"
"4477","legalized","anger"
"4478","legalized","fear"
"4479","legalized","joy"
"4480","legalized","trust"
"4481","legislator","trust"
"4482","legislature","trust"
"4483","legitimacy","trust"
"4484","leisure","anticipation"
"4485","leisure","joy"
"4486","leisure","surprise"
"4487","leisure","trust"
"4488","lemon","disgust"
"4489","lender","trust"
"4490","leprosy","disgust"
"4491","leprosy","fear"
"4492","leprosy","sadness"
"4493","lesbian","disgust"
"4494","lesbian","sadness"
"4495","lessen","anticipation"
"4496","lesser","disgust"
"4497","lesson","anticipation"
"4498","lesson","trust"
"4499","lethal","disgust"
"4500","lethal","fear"
"4501","lethal","sadness"
"4502","lethargy","sadness"
"4503","letter","anticipation"
"4504","lettered","anticipation"
"4505","lettered","trust"
"4506","leukemia","anger"
"4507","leukemia","fear"
"4508","leukemia","sadness"
"4509","levee","trust"
"4510","level","trust"
"4511","lewd","disgust"
"4512","liar","disgust"
"4513","libel","anger"
"4514","libel","fear"
"4515","libel","trust"
"4516","liberate","anger"
"4517","liberate","anticipation"
"4518","liberate","joy"
"4519","liberate","surprise"
"4520","liberate","trust"
"4521","liberation","anticipation"
"4522","liberation","joy"
"4523","liberation","surprise"
"4524","liberty","anticipation"
"4525","liberty","joy"
"4526","liberty","surprise"
"4527","liberty","trust"
"4528","lick","disgust"
"4529","lie","anger"
"4530","lie","disgust"
"4531","lie","sadness"
"4532","lieutenant","trust"
"4533","lifeless","fear"
"4534","lifeless","sadness"
"4535","lightning","anger"
"4536","lightning","fear"
"4537","lightning","surprise"
"4538","liking","joy"
"4539","liking","trust"
"4540","limited","anger"
"4541","limited","sadness"
"4542","lines","fear"
"4543","linger","anticipation"
"4544","linguist","trust"
"4545","lion","fear"
"4546","liquor","anger"
"4547","liquor","joy"
"4548","liquor","sadness"
"4549","listless","sadness"
"4550","litigate","anger"
"4551","litigate","anticipation"
"4552","litigate","disgust"
"4553","litigate","fear"
"4554","litigate","sadness"
"4555","litigious","anger"
"4556","litigious","disgust"
"4557","livid","anger"
"4558","livid","disgust"
"4559","loath","anger"
"4560","loathe","anger"
"4561","loathe","disgust"
"4562","loathing","disgust"
"4563","loathsome","anger"
"4564","loathsome","disgust"
"4565","localize","anticipation"
"4566","lockup","fear"
"4567","lockup","sadness"
"4568","locust","fear"
"4569","lodging","trust"
"4570","lone","sadness"
"4571","loneliness","fear"
"4572","loneliness","sadness"
"4573","lonely","anger"
"4574","lonely","disgust"
"4575","lonely","fear"
"4576","lonely","sadness"
"4577","lonesome","sadness"
"4578","long","anticipation"
"4579","longing","anticipation"
"4580","longing","sadness"
"4581","loo","disgust"
"4582","loom","anticipation"
"4583","loom","fear"
"4584","loon","disgust"
"4585","lord","disgust"
"4586","lord","trust"
"4587","lose","anger"
"4588","lose","disgust"
"4589","lose","fear"
"4590","lose","sadness"
"4591","lose","surprise"
"4592","losing","anger"
"4593","losing","sadness"
"4594","loss","anger"
"4595","loss","fear"
"4596","loss","sadness"
"4597","lost","sadness"
"4598","lottery","anticipation"
"4599","loudness","anger"
"4600","louse","disgust"
"4601","lovable","joy"
"4602","lovable","trust"
"4603","love","joy"
"4604","lovely","anticipation"
"4605","lovely","joy"
"4606","lovely","sadness"
"4607","lovely","surprise"
"4608","lovely","trust"
"4609","lovemaking","joy"
"4610","lovemaking","trust"
"4611","lover","anticipation"
"4612","lover","joy"
"4613","lover","trust"
"4614","loving","joy"
"4615","loving","trust"
"4616","lower","sadness"
"4617","lowest","sadness"
"4618","lowly","sadness"
"4619","loyal","fear"
"4620","loyal","joy"
"4621","loyal","surprise"
"4622","loyal","trust"
"4623","loyalty","trust"
"4624","luck","anticipation"
"4625","luck","joy"
"4626","luck","surprise"
"4627","lucky","joy"
"4628","lucky","surprise"
"4629","lull","anticipation"
"4630","lumpy","disgust"
"4631","lunacy","anger"
"4632","lunacy","disgust"
"4633","lunacy","fear"
"4634","lunacy","sadness"
"4635","lunatic","anger"
"4636","lunatic","disgust"
"4637","lunatic","fear"
"4638","lunge","surprise"
"4639","lurid","disgust"
"4640","luscious","anticipation"
"4641","luscious","joy"
"4642","lush","disgust"
"4643","lush","sadness"
"4644","lust","anticipation"
"4645","luster","joy"
"4646","lusty","disgust"
"4647","luxurious","joy"
"4648","luxury","joy"
"4649","lying","anger"
"4650","lying","disgust"
"4651","lynch","anger"
"4652","lynch","disgust"
"4653","lynch","fear"
"4654","lynch","sadness"
"4655","lyre","joy"
"4656","lyrical","joy"
"4657","mace","fear"
"4658","machine","trust"
"4659","mad","anger"
"4660","mad","disgust"
"4661","mad","fear"
"4662","mad","sadness"
"4663","madden","anger"
"4664","madden","fear"
"4665","madman","anger"
"4666","madman","fear"
"4667","madness","anger"
"4668","madness","fear"
"4669","mafia","fear"
"4670","mage","fear"
"4671","maggot","disgust"
"4672","magical","anticipation"
"4673","magical","joy"
"4674","magical","surprise"
"4675","magician","surprise"
"4676","magnet","trust"
"4677","magnificence","anticipation"
"4678","magnificence","joy"
"4679","magnificence","trust"
"4680","magnificent","anticipation"
"4681","magnificent","joy"
"4682","magnificent","surprise"
"4683","magnificent","trust"
"4684","mail","anticipation"
"4685","mainstay","trust"
"4686","maintenance","trust"
"4687","majestic","anticipation"
"4688","majestic","joy"
"4689","majestic","surprise"
"4690","majestic","trust"
"4691","majesty","trust"
"4692","majority","joy"
"4693","majority","trust"
"4694","malaise","sadness"
"4695","malaria","disgust"
"4696","malaria","fear"
"4697","malaria","sadness"
"4698","malevolent","anger"
"4699","malevolent","disgust"
"4700","malevolent","fear"
"4701","malevolent","sadness"
"4702","malfeasance","disgust"
"4703","malice","anger"
"4704","malice","fear"
"4705","malicious","anger"
"4706","malicious","disgust"
"4707","malicious","fear"
"4708","malicious","sadness"
"4709","malign","anger"
"4710","malign","disgust"
"4711","malignancy","fear"
"4712","malignancy","sadness"
"4713","malignant","anger"
"4714","malignant","fear"
"4715","malpractice","anger"
"4716","mamma","trust"
"4717","manage","trust"
"4718","management","trust"
"4719","mandamus","fear"
"4720","mandarin","trust"
"4721","mange","disgust"
"4722","mange","fear"
"4723","mangle","anger"
"4724","mangle","disgust"
"4725","mangle","fear"
"4726","mangle","sadness"
"4727","maniac","anger"
"4728","maniac","fear"
"4729","manifestation","fear"
"4730","manipulation","anger"
"4731","manipulation","fear"
"4732","manslaughter","anger"
"4733","manslaughter","disgust"
"4734","manslaughter","fear"
"4735","manslaughter","sadness"
"4736","manslaughter","surprise"
"4737","manual","trust"
"4738","manure","disgust"
"4739","margin","sadness"
"4740","marine","trust"
"4741","marriage","anticipation"
"4742","marriage","joy"
"4743","marriage","trust"
"4744","marrow","joy"
"4745","marrow","trust"
"4746","marry","anticipation"
"4747","marry","fear"
"4748","marry","joy"
"4749","marry","surprise"
"4750","marry","trust"
"4751","marshal","trust"
"4752","martial","anger"
"4753","martyr","fear"
"4754","martyr","sadness"
"4755","martyrdom","fear"
"4756","martyrdom","sadness"
"4757","marvel","surprise"
"4758","marvelous","joy"
"4759","marvelously","joy"
"4760","masochism","anger"
"4761","masochism","disgust"
"4762","masochism","fear"
"4763","massacre","anger"
"4764","massacre","disgust"
"4765","massacre","fear"
"4766","massacre","sadness"
"4767","massage","joy"
"4768","masterpiece","joy"
"4769","mastery","anger"
"4770","mastery","joy"
"4771","mastery","trust"
"4772","matchmaker","anticipation"
"4773","mate","trust"
"4774","materialist","disgust"
"4775","maternal","anticipation"
"4776","mathematical","trust"
"4777","matrimony","anticipation"
"4778","matrimony","joy"
"4779","matrimony","trust"
"4780","matron","trust"
"4781","mausoleum","sadness"
"4782","maxim","trust"
"4783","meaningless","sadness"
"4784","measles","disgust"
"4785","measles","fear"
"4786","measles","sadness"
"4787","measure","trust"
"4788","measured","trust"
"4789","medal","anticipation"
"4790","medal","joy"
"4791","medal","surprise"
"4792","medal","trust"
"4793","meddle","anger"
"4794","mediate","anticipation"
"4795","mediate","trust"
"4796","mediator","anticipation"
"4797","mediator","trust"
"4798","medical","anticipation"
"4799","medical","fear"
"4800","medical","trust"
"4801","meditate","anticipation"
"4802","meditate","joy"
"4803","meditate","trust"
"4804","meek","sadness"
"4805","melancholic","sadness"
"4806","melancholy","sadness"
"4807","melee","fear"
"4808","melodrama","anger"
"4809","melodrama","sadness"
"4810","meltdown","sadness"
"4811","memorable","joy"
"4812","memorable","surprise"
"4813","memorable","trust"
"4814","memorials","sadness"
"4815","menace","anger"
"4816","menace","fear"
"4817","menacing","anger"
"4818","menacing","fear"
"4819","mentor","trust"
"4820","mercenary","fear"
"4821","merchant","trust"
"4822","merciless","fear"
"4823","merge","anticipation"
"4824","merit","trust"
"4825","meritorious","joy"
"4826","meritorious","trust"
"4827","merriment","joy"
"4828","merriment","surprise"
"4829","merry","joy"
"4830","mess","disgust"
"4831","messenger","trust"
"4832","messy","disgust"
"4833","microscope","trust"
"4834","midwife","anticipation"
"4835","midwife","joy"
"4836","midwife","trust"
"4837","mighty","anger"
"4838","mighty","fear"
"4839","mighty","joy"
"4840","mighty","trust"
"4841","mildew","disgust"
"4842","military","fear"
"4843","militia","anger"
"4844","militia","fear"
"4845","militia","sadness"
"4846","mill","anticipation"
"4847","mimicry","surprise"
"4848","ministry","joy"
"4849","ministry","trust"
"4850","miracle","anticipation"
"4851","miracle","joy"
"4852","miracle","surprise"
"4853","miracle","trust"
"4854","miraculous","joy"
"4855","miraculous","surprise"
"4856","mire","disgust"
"4857","mirth","joy"
"4858","misbehavior","anger"
"4859","misbehavior","disgust"
"4860","misbehavior","surprise"
"4861","miscarriage","fear"
"4862","miscarriage","sadness"
"4863","misconception","anger"
"4864","misconception","disgust"
"4865","misconception","fear"
"4866","misconduct","disgust"
"4867","miserable","anger"
"4868","miserable","disgust"
"4869","miserable","sadness"
"4870","miserably","sadness"
"4871","misery","anger"
"4872","misery","disgust"
"4873","misery","fear"
"4874","misery","sadness"
"4875","misfortune","fear"
"4876","misfortune","sadness"
"4877","misguided","disgust"
"4878","mishap","disgust"
"4879","mishap","fear"
"4880","mishap","sadness"
"4881","mishap","surprise"
"4882","mislead","anger"
"4883","mislead","fear"
"4884","mislead","trust"
"4885","misleading","anger"
"4886","misleading","disgust"
"4887","misplace","anger"
"4888","misplace","disgust"
"4889","misrepresentation","sadness"
"4890","misrepresented","anger"
"4891","missile","fear"
"4892","missing","fear"
"4893","missing","sadness"
"4894","misstatement","anger"
"4895","misstatement","disgust"
"4896","mistake","sadness"
"4897","mistaken","fear"
"4898","mistress","anger"
"4899","mistress","disgust"
"4900","mistrust","disgust"
"4901","mistrust","fear"
"4902","misunderstanding","anger"
"4903","misunderstanding","sadness"
"4904","mite","disgust"
"4905","moan","fear"
"4906","moan","sadness"
"4907","moat","trust"
"4908","mob","anger"
"4909","mob","fear"
"4910","mobile","anticipation"
"4911","mockery","disgust"
"4912","mocking","anger"
"4913","mocking","disgust"
"4914","mocking","sadness"
"4915","moderator","trust"
"4916","modest","trust"
"4917","modify","surprise"
"4918","molestation","anger"
"4919","molestation","disgust"
"4920","molestation","fear"
"4921","molestation","sadness"
"4922","momentum","anticipation"
"4923","monetary","anticipation"
"4924","money","anger"
"4925","money","anticipation"
"4926","money","joy"
"4927","money","surprise"
"4928","money","trust"
"4929","monk","trust"
"4930","monochrome","disgust"
"4931","monogamy","trust"
"4932","monsoon","sadness"
"4933","monster","fear"
"4934","monstrosity","anger"
"4935","monstrosity","disgust"
"4936","monstrosity","fear"
"4937","monstrosity","surprise"
"4938","moody","anger"
"4939","moody","sadness"
"4940","moorings","trust"
"4941","moral","anger"
"4942","moral","trust"
"4943","morality","trust"
"4944","morals","anger"
"4945","morals","anticipation"
"4946","morals","disgust"
"4947","morals","joy"
"4948","morals","surprise"
"4949","morals","trust"
"4950","morbid","sadness"
"4951","morbidity","anger"
"4952","morbidity","disgust"
"4953","morbidity","fear"
"4954","morbidity","sadness"
"4955","morgue","disgust"
"4956","morgue","fear"
"4957","morgue","sadness"
"4958","moribund","sadness"
"4959","morn","anticipation"
"4960","morrow","anticipation"
"4961","mortality","anger"
"4962","mortality","fear"
"4963","mortality","sadness"
"4964","mortgage","fear"
"4965","mortgagee","trust"
"4966","mortgagor","fear"
"4967","mortification","anticipation"
"4968","mortification","disgust"
"4969","mortification","fear"
"4970","mortification","sadness"
"4971","mortuary","fear"
"4972","mortuary","sadness"
"4973","mosque","anger"
"4974","mosquito","anger"
"4975","mosquito","disgust"
"4976","mother","anticipation"
"4977","mother","joy"
"4978","mother","sadness"
"4979","mother","trust"
"4980","motherhood","joy"
"4981","motherhood","trust"
"4982","motion","anticipation"
"4983","mountain","anticipation"
"4984","mourn","sadness"
"4985","mournful","anger"
"4986","mournful","fear"
"4987","mournful","sadness"
"4988","mourning","sadness"
"4989","mouth","surprise"
"4990","mouthful","disgust"
"4991","muck","disgust"
"4992","mucous","disgust"
"4993","mucus","disgust"
"4994","muddy","disgust"
"4995","muff","anger"
"4996","muff","disgust"
"4997","mug","anger"
"4998","mug","fear"
"4999","mug","sadness"
"5000","mule","anger"
"5001","mule","trust"
"5002","mum","fear"
"5003","murder","anger"
"5004","murder","disgust"
"5005","murder","fear"
"5006","murder","sadness"
"5007","murder","surprise"
"5008","murderer","anger"
"5009","murderer","disgust"
"5010","murderer","fear"
"5011","murderer","sadness"
"5012","murderous","anger"
"5013","murderous","disgust"
"5014","murderous","fear"
"5015","murderous","sadness"
"5016","murderous","surprise"
"5017","murky","disgust"
"5018","murky","sadness"
"5019","music","joy"
"5020","music","sadness"
"5021","musical","anger"
"5022","musical","anticipation"
"5023","musical","joy"
"5024","musical","sadness"
"5025","musical","surprise"
"5026","musical","trust"
"5027","musket","fear"
"5028","musty","disgust"
"5029","mutable","anticipation"
"5030","mutilated","disgust"
"5031","mutilation","anger"
"5032","mutilation","disgust"
"5033","mutilation","fear"
"5034","mutilation","sadness"
"5035","mutiny","anger"
"5036","mutiny","disgust"
"5037","mutiny","fear"
"5038","mutiny","surprise"
"5039","mutter","anger"
"5040","muzzle","fear"
