"","token","emotion"
"3248","garbage","disgust"
"3249","garden","joy"
"3250","garish","disgust"
"3251","garish","surprise"
"3252","garrison","trust"
"3253","gash","fear"
"3254","gasp","surprise"
"3255","gasping","fear"
"3256","gate","trust"
"3257","gateway","trust"
"3258","gauging","trust"
"3259","gawk","surprise"
"3260","gazette","trust"
"3261","gelatin","disgust"
"3262","gem","joy"
"3263","general","trust"
"3264","generosity","anticipation"
"3265","generosity","joy"
"3266","generosity","surprise"
"3267","generosity","trust"
"3268","generous","joy"
"3269","generous","trust"
"3270","genial","joy"
"3271","gent","anger"
"3272","gent","disgust"
"3273","gent","fear"
"3274","gentleman","trust"
"3275","gentry","trust"
"3276","genuine","trust"
"3277","geriatric","sadness"
"3278","germ","anticipation"
"3279","germ","disgust"
"3280","germination","anticipation"
"3281","ghastly","disgust"
"3282","ghastly","fear"
"3283","ghetto","disgust"
"3284","ghetto","fear"
"3285","ghetto","sadness"
"3286","ghost","fear"
"3287","ghostly","fear"
"3288","giant","fear"
"3289","gibberish","anger"
"3290","gift","anticipation"
"3291","gift","joy"
"3292","gift","surprise"
"3293","giggle","joy"
"3294","girder","trust"
"3295","glad","anticipation"
"3296","glad","joy"
"3297","gladiator","fear"
"3298","gladness","joy"
"3299","glare","anger"
"3300","glare","fear"
"3301","glaring","anger"
"3302","glee","joy"
"3303","glide","anticipation"
"3304","glide","joy"
"3305","glimmer","anticipation"
"3306","glimmer","joy"
"3307","glimmer","surprise"
"3308","glitter","disgust"
"3309","glitter","joy"
"3310","gloom","sadness"
"3311","gloomy","sadness"
"3312","glorification","joy"
"3313","glorify","anticipation"
"3314","glorify","joy"
"3315","glorify","surprise"
"3316","glorify","trust"
"3317","glory","anticipation"
"3318","glory","joy"
"3319","glory","trust"
"3320","glow","anticipation"
"3321","glow","joy"
"3322","glow","trust"
"3323","glum","sadness"
"3324","glut","disgust"
"3325","gluttony","disgust"
"3326","gnome","anger"
"3327","gnome","disgust"
"3328","gnome","fear"
"3329","gob","disgust"
"3330","goblin","disgust"
"3331","goblin","fear"
"3332","god","anticipation"
"3333","god","fear"
"3334","god","joy"
"3335","god","trust"
"3336","godless","anger"
"3337","godly","joy"
"3338","godly","trust"
"3339","godsend","joy"
"3340","godsend","surprise"
"3341","gonorrhea","anger"
"3342","gonorrhea","disgust"
"3343","gonorrhea","fear"
"3344","gonorrhea","sadness"
"3345","goo","disgust"
"3346","good","anticipation"
"3347","good","joy"
"3348","good","surprise"
"3349","good","trust"
"3350","goodness","anticipation"
"3351","goodness","joy"
"3352","goodness","surprise"
"3353","goodness","trust"
"3354","gore","anger"
"3355","gore","disgust"
"3356","gore","fear"
"3357","gore","sadness"
"3358","gorge","disgust"
"3359","gorgeous","joy"
"3360","gory","anger"
"3361","gory","disgust"
"3362","gory","fear"
"3363","gory","sadness"
"3364","gospel","trust"
"3365","govern","trust"
"3366","governess","trust"
"3367","government","fear"
"3368","governor","trust"
"3369","grab","anger"
"3370","gradual","anticipation"
"3371","graduation","anticipation"
"3372","graduation","fear"
"3373","graduation","joy"
"3374","graduation","surprise"
"3375","graduation","trust"
"3376","grammar","trust"
"3377","grandchildren","anticipation"
"3378","grandchildren","joy"
"3379","grandchildren","trust"
"3380","grandfather","trust"
"3381","grant","anticipation"
"3382","grant","joy"
"3383","grant","trust"
"3384","grasping","anticipation"
"3385","grated","anger"
"3386","gratify","joy"
"3387","gratify","surprise"
"3388","grating","anger"
"3389","grating","disgust"
"3390","gratitude","joy"
"3391","gratuitous","disgust"
"3392","grave","fear"
"3393","grave","sadness"
"3394","gravitate","anticipation"
"3395","gray","disgust"
"3396","gray","sadness"
"3397","greasy","disgust"
"3398","greatness","joy"
"3399","greatness","surprise"
"3400","greatness","trust"
"3401","greed","anger"
"3402","greed","disgust"
"3403","greedy","disgust"
"3404","green","joy"
"3405","green","trust"
"3406","greeting","surprise"
"3407","grenade","fear"
"3408","grief","sadness"
"3409","grievance","anger"
"3410","grievance","disgust"
"3411","grievance","sadness"
"3412","grieve","fear"
"3413","grieve","sadness"
"3414","grievous","anger"
"3415","grievous","fear"
"3416","grievous","sadness"
"3417","grim","anger"
"3418","grim","anticipation"
"3419","grim","disgust"
"3420","grim","fear"
"3421","grim","sadness"
"3422","grime","disgust"
"3423","grimy","disgust"
"3424","grin","anticipation"
"3425","grin","joy"
"3426","grin","surprise"
"3427","grin","trust"
"3428","grisly","disgust"
"3429","grisly","fear"
"3430","grit","trust"
"3431","grizzly","fear"
"3432","groan","disgust"
"3433","groan","sadness"
"3434","grope","anger"
"3435","grope","disgust"
"3436","grope","fear"
"3437","gross","disgust"
"3438","grotesque","disgust"
"3439","ground","trust"
"3440","grounded","fear"
"3441","grounded","sadness"
"3442","grow","anticipation"
"3443","grow","joy"
"3444","grow","trust"
"3445","growl","anger"
"3446","growl","fear"
"3447","growling","anger"
"3448","growling","disgust"
"3449","growling","fear"
"3450","grudge","anger"
"3451","gruesome","disgust"
"3452","gruff","anger"
"3453","gruff","disgust"
"3454","grumble","anger"
"3455","grumble","disgust"
"3456","grumpy","anger"
"3457","grumpy","disgust"
"3458","grumpy","sadness"
"3459","guarantee","trust"
"3460","guard","fear"
"3461","guard","trust"
"3462","guarded","trust"
"3463","guardian","trust"
"3464","guardianship","trust"
"3465","gubernatorial","trust"
"3466","guerilla","fear"
"3467","guess","surprise"
"3468","guidance","trust"
"3469","guide","trust"
"3470","guidebook","trust"
"3471","guillotine","anger"
"3472","guillotine","anticipation"
"3473","guillotine","disgust"
"3474","guillotine","fear"
"3475","guillotine","sadness"
"3476","guilt","disgust"
"3477","guilt","sadness"
"3478","guilty","anger"
"3479","guilty","sadness"
"3480","gullible","sadness"
"3481","gullible","trust"
"3482","gulp","fear"
"3483","gulp","surprise"
"3484","gun","anger"
"3485","gun","fear"
"3486","gunpowder","fear"
"3487","guru","trust"
"3488","gush","disgust"
"3489","gush","joy"
"3490","gusset","trust"
"3491","gut","disgust"
"3492","gutter","disgust"
"3493","habitual","anticipation"
"3494","hag","disgust"
"3495","hag","fear"
"3496","haggard","sadness"
"3497","hail","trust"
"3498","hairy","disgust"
"3499","hallucination","fear"
"3500","halter","anger"
"3501","halter","fear"
"3502","halter","sadness"
"3503","halting","fear"
"3504","halting","sadness"
"3505","hamstring","anger"
"3506","hamstring","sadness"
"3507","handbook","trust"
"3508","handicap","sadness"
"3509","hanging","anger"
"3510","hanging","disgust"
"3511","hanging","fear"
"3512","hanging","sadness"
"3513","hangman","fear"
"3514","hankering","anticipation"
"3515","hap","anticipation"
"3516","hap","surprise"
"3517","happen","anticipation"
"3518","happily","joy"
"3519","happiness","anticipation"
"3520","happiness","joy"
"3521","happy","anticipation"
"3522","happy","joy"
"3523","happy","trust"
"3524","harass","anger"
"3525","harass","disgust"
"3526","harassing","anger"
"3527","harbinger","anger"
"3528","harbinger","anticipation"
"3529","harbinger","fear"
"3530","harbor","trust"
"3531","hardened","anger"
"3532","hardened","disgust"
"3533","hardened","fear"
"3534","hardship","sadness"
"3535","hardy","joy"
"3536","hardy","trust"
"3537","harlot","disgust"
"3538","harm","fear"
"3539","harmful","anger"
"3540","harmful","disgust"
"3541","harmful","fear"
"3542","harmful","sadness"
"3543","harmoniously","joy"
"3544","harmoniously","trust"
"3545","harmony","joy"
"3546","harmony","trust"
"3547","harrowing","fear"
"3548","harry","anger"
"3549","harry","sadness"
"3550","harshness","anger"
"3551","harshness","fear"
"3552","harvest","anticipation"
"3553","harvest","joy"
"3554","haste","anticipation"
"3555","hate","anger"
"3556","hate","disgust"
"3557","hate","fear"
"3558","hate","sadness"
"3559","hateful","anger"
"3560","hateful","disgust"
"3561","hateful","fear"
"3562","hateful","sadness"
"3563","hating","anger"
"3564","hatred","anger"
"3565","hatred","disgust"
"3566","hatred","fear"
"3567","hatred","sadness"
"3568","haughty","anger"
"3569","haunt","fear"
"3570","haunted","fear"
"3571","haunted","sadness"
"3572","haven","trust"
"3573","havoc","anger"
"3574","havoc","fear"
"3575","hawk","fear"
"3576","hazard","fear"
"3577","hazardous","fear"
"3578","haze","fear"
"3579","headlight","anticipation"
"3580","heal","joy"
"3581","heal","trust"
"3582","healing","anticipation"
"3583","healing","joy"
"3584","healing","trust"
"3585","healthful","joy"
"3586","hearing","fear"
"3587","hearse","fear"
"3588","hearse","sadness"
"3589","heartache","sadness"
"3590","heartfelt","joy"
"3591","heartfelt","sadness"
"3592","heartfelt","trust"
"3593","heartily","joy"
"3594","heartless","sadness"
"3595","heartworm","disgust"
"3596","heathen","fear"
"3597","heavenly","anticipation"
"3598","heavenly","joy"
"3599","heavenly","trust"
"3600","heavens","joy"
"3601","heavens","trust"
"3602","hedonism","joy"
"3603","heft","anticipation"
"3604","heft","fear"
"3605","heighten","fear"
"3606","hell","anger"
"3607","hell","disgust"
"3608","hell","fear"
"3609","hell","sadness"
"3610","hellish","anger"
"3611","hellish","disgust"
"3612","hellish","fear"
"3613","hellish","sadness"
"3614","helmet","fear"
"3615","helper","trust"
"3616","helpful","joy"
"3617","helpful","trust"
"3618","helpless","fear"
"3619","helpless","sadness"
"3620","helplessness","fear"
"3621","helplessness","sadness"
"3622","hemorrhage","disgust"
"3623","hemorrhage","fear"
"3624","hemorrhage","sadness"
"3625","heretic","disgust"
"3626","heritage","trust"
"3627","hermaphrodite","surprise"
"3628","hermit","sadness"
"3629","hermit","trust"
"3630","hero","anticipation"
"3631","hero","joy"
"3632","hero","surprise"
"3633","hero","trust"
"3634","heroic","joy"
"3635","heroic","surprise"
"3636","heroic","trust"
"3637","heroine","trust"
"3638","heroism","anticipation"
"3639","heroism","joy"
"3640","heroism","surprise"
"3641","heroism","trust"
"3642","herpes","disgust"
"3643","herpesvirus","disgust"
"3644","hesitation","fear"
"3645","heyday","anticipation"
"3646","heyday","joy"
"3647","heyday","trust"
"3648","hide","fear"
"3649","hideous","disgust"
"3650","hideous","fear"
"3651","hideous","sadness"
"3652","hiding","fear"
"3653","highest","anticipation"
"3654","highest","fear"
"3655","highest","joy"
"3656","highest","surprise"
"3657","hilarious","joy"
"3658","hilarious","surprise"
"3659","hilarity","joy"
"3660","hindering","sadness"
"3661","hire","anticipation"
"3662","hire","joy"
"3663","hire","trust"
"3664","hiss","anger"
"3665","hiss","fear"
"3666","hit","anger"
"3667","hoary","sadness"
"3668","hoax","anger"
"3669","hoax","disgust"
"3670","hoax","sadness"
"3671","hoax","surprise"
"3672","hobby","joy"
"3673","hobo","sadness"
"3674","hog","disgust"
"3675","holiday","anticipation"
"3676","holiday","joy"
"3677","holiness","anticipation"
"3678","holiness","fear"
"3679","holiness","joy"
"3680","holiness","surprise"
"3681","holiness","trust"
"3682","hollow","sadness"
"3683","holocaust","anger"
"3684","holocaust","disgust"
"3685","holocaust","fear"
"3686","holocaust","sadness"
"3687","homeless","anger"
"3688","homeless","anticipation"
"3689","homeless","disgust"
"3690","homeless","fear"
"3691","homeless","sadness"
"3692","homesick","sadness"
"3693","homework","fear"
"3694","homicidal","anger"
"3695","homicidal","fear"
"3696","homicide","anger"
"3697","homicide","disgust"
"3698","homicide","fear"
"3699","homicide","sadness"
"3700","honest","anger"
"3701","honest","disgust"
"3702","honest","fear"
"3703","honest","joy"
"3704","honest","sadness"
"3705","honest","trust"
"3706","honesty","trust"
"3707","honeymoon","anticipation"
"3708","honeymoon","joy"
"3709","honeymoon","surprise"
"3710","honeymoon","trust"
"3711","honor","trust"
"3712","honorable","trust"
"3713","hood","anger"
"3714","hood","disgust"
"3715","hood","fear"
"3716","hooded","fear"
"3717","hoot","anger"
"3718","hoot","disgust"
"3719","hope","anticipation"
"3720","hope","joy"
"3721","hope","surprise"
"3722","hope","trust"
"3723","hopeful","anticipation"
"3724","hopeful","joy"
"3725","hopeful","surprise"
"3726","hopeful","trust"
"3727","hopeless","fear"
"3728","hopeless","sadness"
"3729","hopelessness","anger"
"3730","hopelessness","disgust"
"3731","hopelessness","fear"
"3732","hopelessness","sadness"
"3733","horde","surprise"
"3734","horizon","anticipation"
"3735","horoscope","anticipation"
"3736","horrible","anger"
"3737","horrible","disgust"
"3738","horrible","fear"
"3739","horrid","anger"
"3740","horrid","disgust"
"3741","horrid","fear"
"3742","horrid","sadness"
"3743","horrific","anger"
"3744","horrific","disgust"
"3745","horrific","fear"
"3746","horrific","sadness"
"3747","horrified","fear"
"3748","horrifying","disgust"
"3749","horrifying","fear"
"3750","horrifying","sadness"
"3751","horror","anger"
"3752","horror","disgust"
"3753","horror","fear"
"3754","horror","sadness"
"3755","horror","surprise"
"3756","horrors","fear"
"3757","horrors","sadness"
"3758","horse","trust"
"3759","hospice","sadness"
"3760","hospital","fear"
"3761","hospital","sadness"
"3762","hospital","trust"
"3763","hostage","anger"
"3764","hostage","fear"
"3765","hostile","anger"
"3766","hostile","disgust"
"3767","hostile","fear"
"3768","hostilities","anger"
"3769","hostilities","fear"
"3770","hostility","anger"
"3771","hostility","disgust"
"3772","hot","anger"
"3773","howl","anger"
"3774","howl","disgust"
"3775","howl","fear"
"3776","howl","sadness"
"3777","howl","surprise"
"3778","huff","anger"
"3779","huff","disgust"
"3780","hug","joy"
"3781","hug","trust"
"3782","hulk","disgust"
"3783","humanitarian","anticipation"
"3784","humanitarian","joy"
"3785","humanitarian","surprise"
"3786","humanitarian","trust"
"3787","humanity","joy"
"3788","humanity","trust"
"3789","humble","disgust"
"3790","humble","sadness"
"3791","humbled","sadness"
"3792","humbug","anger"
"3793","humbug","disgust"
"3794","humbug","sadness"
"3795","humiliate","anger"
"3796","humiliate","sadness"
"3797","humiliating","disgust"
"3798","humiliation","disgust"
"3799","humiliation","sadness"
"3800","humility","trust"
"3801","humorous","joy"
"3802","hungry","anticipation"
"3803","hunter","anticipation"
"3804","hunter","fear"
"3805","hunter","sadness"
"3806","hunting","anger"
"3807","hunting","anticipation"
"3808","hunting","fear"
"3809","hurrah","joy"
"3810","hurricane","fear"
"3811","hurried","anticipation"
"3812","hurry","anticipation"
"3813","hurt","anger"
"3814","hurt","fear"
"3815","hurt","sadness"
"3816","hurtful","anger"
"3817","hurtful","disgust"
"3818","hurtful","fear"
"3819","hurtful","sadness"
"3820","hurting","anger"
"3821","hurting","fear"
"3822","hurting","sadness"
"3823","husbandry","trust"
"3824","hut","sadness"
"3825","hydra","fear"
"3826","hydrocephalus","disgust"
"3827","hydrocephalus","fear"
"3828","hydrocephalus","sadness"
"3829","hymn","anticipation"
"3830","hymn","joy"
"3831","hymn","sadness"
"3832","hymn","trust"
"3833","hype","anticipation"
"3834","hypertrophy","disgust"
"3835","hypertrophy","fear"
"3836","hypertrophy","surprise"
"3837","hypocrite","disgust"
"3838","hypocritical","disgust"
"3839","hypothesis","anticipation"
